"emp_no","first_name","last_name","title","from_date","to_date"
434038,"Chirstian","Kaiserswerth","Senior Staff","1995-05-06","9999-01-01"
434051,"Steve","Legleitner","Technique Leader","1991-09-18","9999-01-01"
434082,"Filipe","Swick","Senior Staff","1996-09-01","9999-01-01"
434113,"Miyeon","Walston","Senior Staff","1985-02-25","9999-01-01"
434121,"Tadahiro","Rabejac","Staff","1999-08-07","9999-01-01"
434143,"Barna","Zhiwei","Technique Leader","1985-04-09","9999-01-01"
434202,"Lenore","Unno","Senior Staff","1995-09-06","9999-01-01"
434226,"Miquel","Gulla","Senior Staff","1991-08-09","9999-01-01"
434249,"Malu","Bonifati","Senior Staff","1996-05-30","9999-01-01"
434272,"Woody","Roccetti","Senior Engineer","1985-06-14","9999-01-01"
434310,"Dmitry","Einsfeld","Senior Engineer","2001-11-14","9999-01-01"
434360,"Aram","Zolotykh","Senior Engineer","1991-02-25","9999-01-01"
434442,"Paraskevi","Ishibashi","Senior Engineer","1997-10-30","9999-01-01"
434496,"Rosalyn","Vecchio","Senior Engineer","1999-08-05","9999-01-01"
434505,"Jianhua","Fritzsche","Engineer","1999-04-17","9999-01-01"
434507,"Baruch","Carrere","Senior Engineer","1992-04-10","9999-01-01"
434508,"Kendra","Birjandi","Senior Staff","1985-08-13","9999-01-01"
434523,"Pintsang","Danecki","Senior Staff","1996-02-19","9999-01-01"
434580,"Oscal","Saoudi","Senior Staff","1995-07-12","9999-01-01"
434606,"Hugh","Krupka","Senior Engineer","1994-12-10","9999-01-01"
434631,"Arup","Cannane","Senior Engineer","2000-05-08","9999-01-01"
434640,"Ult","Picaronny","Engineer","1995-03-26","9999-01-01"
434673,"Jeanne","Menhoudj","Technique Leader","1987-12-07","9999-01-01"
434742,"Siamak","Levergood","Technique Leader","1985-09-14","9999-01-01"
434770,"Aluzio","Mamelak","Engineer","1995-06-10","9999-01-01"
434785,"Sachin","Penn","Senior Staff","1997-10-15","9999-01-01"
434794,"Leni","Piazza","Senior Staff","1995-12-06","9999-01-01"
434809,"Stamatina","Peres","Senior Engineer","1995-06-30","9999-01-01"
434832,"Vojin","Mitzlaff","Senior Staff","1997-03-26","9999-01-01"
434924,"Feiyu","Morton","Senior Engineer","1999-05-20","9999-01-01"
434997,"Ranan","Taubman","Senior Engineer","1985-06-07","9999-01-01"
435032,"Spyrose","Linnainmaa","Senior Engineer","1991-05-03","9999-01-01"
435047,"Danco","Hiyoshi","Senior Engineer","1990-05-25","9999-01-01"
435126,"Zeydy","Bernardeschi","Senior Staff","2002-04-17","9999-01-01"
435135,"Anoosh","Keirsey","Engineer","1998-09-27","9999-01-01"
435165,"Freyja","Coors","Senior Engineer","1989-04-09","9999-01-01"
435198,"Krisda","Dengi","Senior Staff","1994-11-15","9999-01-01"
435311,"Qunsheng","Hartvigsen","Senior Staff","1993-10-10","9999-01-01"
435312,"Hatsukazu","Kisuki","Senior Engineer","1990-03-13","9999-01-01"
435315,"Georgi","Turnbull","Senior Staff","1986-08-26","9999-01-01"
435350,"Abdulla","Debuse","Senior Staff","1997-07-26","9999-01-01"
435417,"Ranga","Melski","Technique Leader","1987-05-28","9999-01-01"
435459,"Arto","Heuser","Technique Leader","1986-06-23","9999-01-01"
435467,"Duke","Lodder","Senior Staff","1993-11-09","9999-01-01"
435512,"Yakkov","Orsini","Senior Engineer","1999-10-18","9999-01-01"
435576,"Urs","Felder","Senior Engineer","1995-09-03","9999-01-01"
435587,"Mohua","Narahari","Technique Leader","1988-10-16","9999-01-01"
435623,"Paraskevi","Demos","Senior Staff","2001-04-15","9999-01-01"
435691,"Hinrich","Erev","Senior Engineer","2000-05-11","9999-01-01"
435697,"Miquel","McDermid","Senior Engineer","1992-03-23","9999-01-01"
435719,"Gritta","Sidou","Senior Staff","1987-02-22","9999-01-01"
435775,"Babette","Wiegley","Senior Engineer","2001-09-25","9999-01-01"
435785,"Yongmin","Validov","Senior Staff","1994-04-08","9999-01-01"
435799,"Gudjon","Kaiserswerth","Senior Staff","1988-01-24","9999-01-01"
435819,"Manton","Merey","Senior Staff","1995-08-02","9999-01-01"
435827,"Shimshon","Weisert","Senior Engineer","1998-04-21","9999-01-01"
435851,"Tru","Asser","Senior Engineer","1998-09-18","9999-01-01"
435911,"Patricia","Perez","Senior Staff","1998-01-18","9999-01-01"
435916,"Cullen","Murtha","Senior Engineer","1991-03-02","9999-01-01"
435967,"Izaskun","Schneeberger","Senior Engineer","1997-03-22","9999-01-01"
435980,"Toney","Rando","Senior Staff","1999-02-25","9999-01-01"
436002,"Kazuyasu","Takanami","Senior Engineer","2000-05-26","9999-01-01"
436007,"Wonhee","Soicher","Senior Staff","1987-12-01","9999-01-01"
436049,"Golgen","Schmiedel","Staff","1997-09-12","9999-01-01"
436050,"Christophe","Emiris","Engineer","1997-03-07","9999-01-01"
436069,"Xumin","Spieker","Senior Engineer","1992-10-30","9999-01-01"
436074,"Jessie","Morrow","Senior Engineer","1999-02-07","9999-01-01"
436124,"Padma","Binding","Senior Engineer","1991-09-04","9999-01-01"
436196,"Kolar","Cherinka","Senior Engineer","1996-04-25","9999-01-01"
436209,"Manton","Kermarrec","Senior Engineer","1998-09-26","9999-01-01"
436243,"Evgueni","Fujisaki","Senior Staff","1994-10-27","9999-01-01"
436302,"Ymte","Schurmann","Senior Staff","1991-03-17","9999-01-01"
436319,"Ramzi","Emmerich","Senior Engineer","1995-09-15","9999-01-01"
436339,"Berthier","Koblitz","Senior Engineer","1988-09-10","9999-01-01"
436344,"Manibrata","Anily","Senior Staff","1994-05-13","9999-01-01"
436394,"Guther","Chappelet","Senior Engineer","1992-11-24","9999-01-01"
436467,"Rafael","Edelhoff","Senior Staff","1998-01-12","9999-01-01"
436473,"Nakhoon","Braunmuhl","Senior Staff","1996-09-05","9999-01-01"
436491,"Marsja","Jakobus","Senior Staff","1994-09-16","9999-01-01"
436514,"Mahendra","Fritzsche","Senior Staff","1994-04-11","9999-01-01"
436515,"Djenana","Krone","Engineer","1998-05-26","9999-01-01"
436525,"Abdulah","Langford","Senior Engineer","1997-07-15","9999-01-01"
436585,"Adib","Pargas","Senior Staff","1994-03-12","9999-01-01"
436635,"Godehard","Levergood","Senior Staff","1998-05-14","9999-01-01"
436653,"Anoosh","Siepmann","Senior Engineer","2000-08-28","9999-01-01"
436656,"Rimon","Joslin","Engineer","1996-12-25","9999-01-01"
436662,"Mingzeng","Versino","Technique Leader","1988-08-21","9999-01-01"
436684,"Alejandra","Molenkamp","Senior Engineer","1993-03-28","9999-01-01"
436686,"Yishay","Tiemann","Senior Engineer","1993-12-28","9999-01-01"
436697,"Xinan","Sanella","Senior Engineer","1998-03-15","9999-01-01"
436731,"Berni","Uhrig","Staff","1999-09-17","9999-01-01"
436792,"Taizo","Luca","Senior Staff","1994-01-18","9999-01-01"
436904,"Tse","Fontan","Senior Staff","1996-04-10","9999-01-01"
437039,"Kaijung","Godskesen","Senior Staff","1990-11-20","9999-01-01"
437059,"Jouni","Mahnke","Senior Staff","1993-03-23","9999-01-01"
437082,"Hinrich","Cyne","Senior Engineer","1994-10-30","9999-01-01"
437098,"Alassane","Gaughan","Engineer","1995-06-24","9999-01-01"
437103,"Uno","Thimonier","Senior Engineer","2001-06-03","9999-01-01"
437112,"Kolar","Gerlach","Senior Staff","1997-02-22","9999-01-01"
437148,"Elvis","Sambasivam","Senior Engineer","1994-09-05","9999-01-01"
437159,"Munehiko","Ritzmann","Senior Engineer","1988-09-01","9999-01-01"
437166,"Gennady","Ariola","Senior Engineer","1999-02-24","9999-01-01"
437195,"Uno","Hettesheimer","Senior Engineer","1999-05-18","9999-01-01"
437250,"Zengping","Ratzlaff","Senior Staff","1988-02-27","9999-01-01"
437266,"Mack","Biran","Engineer","1995-06-14","9999-01-01"
437280,"Khatoun","Khalil","Senior Engineer","1987-10-31","9999-01-01"
437298,"Van","Msuda","Senior Staff","1990-12-01","9999-01-01"
437337,"Marko","Klassen","Staff","1994-10-25","9999-01-01"
437409,"Emdad","Emmerich","Senior Engineer","1997-06-09","9999-01-01"
437471,"Zijian","Plesums","Senior Staff","1997-01-05","9999-01-01"
437507,"Hiroyasu","Stasinski","Senior Engineer","1999-07-15","9999-01-01"
437603,"Poornachandra","Lemarechal","Senior Staff","1985-03-27","9999-01-01"
437675,"Suzette","Takanami","Senior Engineer","1989-03-04","9999-01-01"
437691,"Make","Sichman","Senior Engineer","1993-03-07","9999-01-01"
437794,"Etsuo","Bage","Engineer","1996-08-08","9999-01-01"
437808,"Nirmal","Yemenis","Senior Staff","2000-08-24","9999-01-01"
437889,"Dannz","Rosay","Senior Staff","1997-02-01","9999-01-01"
437890,"Tianruo","Bazzichi","Senior Engineer","1987-01-28","9999-01-01"
437915,"Katsuo","Kroon","Technique Leader","1991-01-09","9999-01-01"
437950,"Irena","Salinas","Senior Engineer","1994-05-21","9999-01-01"
438010,"Barna","Marsiglia","Senior Engineer","1993-01-23","9999-01-01"
438040,"Kauko","Pelz","Senior Staff","1991-12-25","9999-01-01"
438050,"Foong","Waterhouse","Engineer","1997-10-03","9999-01-01"
438052,"Beshir","Legleitner","Engineer","1996-10-14","9999-01-01"
438055,"Jamaludin","Thorelli","Staff","1998-03-19","9999-01-01"
438096,"Szabolcs","Szilard","Engineer","1999-05-21","9999-01-01"
438137,"Manu","Lupu","Senior Staff","2001-02-25","9999-01-01"
438207,"Elvis","Adachi","Senior Staff","1997-11-01","9999-01-01"
438214,"Lokesh","Tokunaga","Senior Engineer","1995-10-16","9999-01-01"
438267,"Malu","Sichman","Senior Staff","2002-04-14","9999-01-01"
438268,"Hyuckchul","Mansanne","Senior Staff","1999-04-06","9999-01-01"
438298,"Elrique","Asrin","Senior Engineer","1985-08-09","9999-01-01"
438312,"Menkae","Trachtenberg","Senior Engineer","1991-03-24","9999-01-01"
438318,"Saeed","Munawer","Staff","1997-01-13","9999-01-01"
438366,"Yechezkel","Gubsky","Senior Engineer","1994-11-07","9999-01-01"
438397,"Masanao","Schaap","Senior Staff","1994-05-06","9999-01-01"
438408,"Sadegh","Genther","Senior Staff","1995-04-20","9999-01-01"
438421,"Danae","Pollacia","Senior Staff","1991-04-06","9999-01-01"
438429,"Jiang","Zockler","Senior Engineer","1999-03-31","9999-01-01"
438521,"Khalil","Manderick","Engineer","1995-02-20","9999-01-01"
438552,"Perry","Kavvadias","Senior Staff","1993-03-16","9999-01-01"
438619,"Chiranjit","Sichman","Staff","1998-08-05","9999-01-01"
438737,"Heping","Syrotiuk","Senior Engineer","1992-07-23","9999-01-01"
438871,"Lein","Pettit","Senior Engineer","1985-11-26","9999-01-01"
438872,"Miquel","Boudaillier","Senior Engineer","1997-12-22","9999-01-01"
438883,"Renee","Kisuki","Senior Engineer","1993-07-29","9999-01-01"
438931,"Shigenori","Vandervoorde","Senior Engineer","1994-12-11","9999-01-01"
439027,"Munir","Riexinger","Staff","1998-11-02","9999-01-01"
439108,"Huiqun","Kawashima","Technique Leader","1997-01-06","9999-01-01"
439147,"Ebbe","Chiola","Senior Engineer","1992-02-05","9999-01-01"
439197,"Gritta","Henders","Staff","1997-09-26","9999-01-01"
439292,"Aruna","Hempstead","Senior Staff","1996-12-22","9999-01-01"
439309,"Gila","Ligten","Engineer","1998-09-12","9999-01-01"
439322,"Jaihie","Waeselynck","Senior Staff","1995-04-28","9999-01-01"
439357,"Srinidhi","Mukaidono","Technique Leader","1991-06-30","9999-01-01"
439416,"Naftaly","Matzen","Senior Engineer","1989-07-02","9999-01-01"
439486,"Armond","Heijenga","Senior Engineer","2001-12-24","9999-01-01"
439506,"Tetsurou","Wursthorn","Staff","1997-06-26","9999-01-01"
439518,"Kenroku","Homond","Senior Engineer","2002-04-15","9999-01-01"
439533,"Kerryn","Bage","Senior Staff","1999-12-11","9999-01-01"
439567,"Weiyi","Ernst","Senior Engineer","1988-11-28","9999-01-01"
439579,"Stein","Hatcliff","Senior Staff","1995-07-06","9999-01-01"
439604,"Bernd","Nations","Senior Staff","1986-08-30","9999-01-01"
439675,"Yuuichi","Atchley","Staff","1997-08-07","9999-01-01"
439686,"Maia","Zeleznik","Senior Engineer","1997-04-26","9999-01-01"
439716,"Zsolt","Chleq","Senior Engineer","1997-10-26","9999-01-01"
439792,"Chenyi","Molenaar","Staff","1995-11-13","9999-01-01"
439795,"Sashi","Sullins","Senior Engineer","1993-08-26","9999-01-01"
439837,"Saniya","Matzel","Staff","1998-06-16","9999-01-01"
439887,"Fuqing","Dusink","Senior Staff","1995-09-27","9999-01-01"
439896,"Yahiko","Baaleh","Senior Staff","1999-09-14","9999-01-01"
439948,"Toshimitsu","Hatcliff","Staff","1996-02-13","9999-01-01"
439969,"Ohad","Gini","Senior Staff","1993-05-28","9999-01-01"
440026,"Zorica","Kavanagh","Senior Staff","1994-05-22","9999-01-01"
440072,"Mingzeng","Schnelling","Senior Engineer","1997-02-06","9999-01-01"
440088,"Serge","Denny","Staff","1999-04-03","9999-01-01"
440136,"Bowen","Jenevein","Senior Staff","1997-09-01","9999-01-01"
440200,"Annemarie","Marrevee","Senior Staff","1997-11-06","9999-01-01"
440234,"Venkatesan","Morrey","Technique Leader","1988-11-19","9999-01-01"
440236,"Franziska","Caine","Senior Engineer","1992-09-04","9999-01-01"
440255,"Margareta","Schlenzig","Senior Staff","1993-02-14","9999-01-01"
440301,"Sven","Lanzelotte","Senior Engineer","1994-10-05","9999-01-01"
440323,"Ravishankar","Radwan","Senior Staff","1992-11-30","9999-01-01"
440338,"Neelam","Radwan","Senior Staff","1991-07-28","9999-01-01"
440361,"Shahaf","Skrikant","Senior Staff","1995-04-28","9999-01-01"
440365,"Zhaofang","Gien","Senior Engineer","1994-11-24","9999-01-01"
440380,"Ashish","Magliocco","Engineer","1996-10-05","9999-01-01"
440383,"Bezalel","Denny","Senior Engineer","1990-11-16","9999-01-01"
440400,"Vasiliy","Karlin","Senior Staff","2002-04-11","9999-01-01"
440414,"Kolar","Meriste","Senior Engineer","1998-02-27","9999-01-01"
440456,"Valter","Tchuente","Senior Engineer","1994-09-24","9999-01-01"
440507,"Ramalingam","Yamaashi","Senior Engineer","1985-03-09","9999-01-01"
440528,"Mohd","Mondadori","Senior Engineer","1989-11-28","9999-01-01"
440541,"Subbu","Goodrum","Senior Engineer","1997-08-06","9999-01-01"
440548,"Szabolcs","Eastman","Senior Engineer","1992-01-02","9999-01-01"
440551,"Unal","Frolund","Engineer","1996-01-25","9999-01-01"
440668,"Tokuyasu","Plotkin","Senior Engineer","1997-06-22","9999-01-01"
440746,"Anneli","Ramsay","Technique Leader","1986-03-22","9999-01-01"
440767,"Adly","Narahari","Engineer","1998-01-10","9999-01-01"
440783,"Heon","Hiraishi","Senior Staff","1999-08-10","9999-01-01"
440812,"Yechiam","Baer","Senior Engineer","2000-11-29","9999-01-01"
440850,"Utz","Langford","Senior Engineer","1999-04-05","9999-01-01"
440904,"Eran","Vickson","Senior Staff","1990-04-13","9999-01-01"
440956,"Herbert","Wossner","Staff","1994-04-25","9999-01-01"
440960,"Moty","Zirintsis","Senior Engineer","1996-11-19","9999-01-01"
440979,"Dante","Rosay","Senior Engineer","1991-03-20","9999-01-01"
440996,"Xuejia","Rouquie","Senior Engineer","1995-03-24","9999-01-01"
441008,"Dines","Weiland","Engineer","1997-08-14","9999-01-01"
441029,"Mooi","Schnabel","Senior Staff","1986-03-25","9999-01-01"
441061,"Ramalingam","Klyachko","Senior Staff","1996-07-03","9999-01-01"
441091,"Muneo","Ghelli","Senior Engineer","1992-05-31","9999-01-01"
441118,"Shridhar","Juneja","Senior Engineer","1999-07-04","9999-01-01"
441131,"Mandell","Covnot","Senior Engineer","2000-01-11","9999-01-01"
441134,"Insup","Bennet","Senior Staff","1992-09-25","9999-01-01"
441154,"Lansing","Syang","Senior Engineer","1987-01-15","9999-01-01"
441208,"Nitsan","Murrill","Senior Engineer","1998-03-20","9999-01-01"
441229,"Nobuyoshi","Rosis","Senior Staff","1996-09-24","9999-01-01"
441263,"Vivian","Coullard","Staff","1998-06-25","9999-01-01"
441264,"Chenye","Chinal","Senior Engineer","1995-05-18","9999-01-01"
441269,"Arne","Hempstead","Senior Staff","1993-09-13","9999-01-01"
441278,"Chandrasekaran","Wallrath","Technique Leader","1987-07-25","9999-01-01"
441308,"Sastry","Sankaranarayanan","Senior Staff","1997-03-31","9999-01-01"
441333,"Horward","Randi","Senior Engineer","1991-06-09","9999-01-01"
441364,"Weidon","Kilgore","Senior Staff","1998-01-11","9999-01-01"
441371,"Vidya","Leppanen","Senior Staff","1994-05-14","9999-01-01"
441461,"Mang","Nations","Senior Engineer","1986-09-12","9999-01-01"
441506,"Kwun","Underwood","Engineer","1994-02-08","9999-01-01"
441628,"Lubomir","Bazelow","Senior Staff","1998-01-07","9999-01-01"
441672,"Inderjeet","Rabehasaina","Senior Staff","1995-06-16","9999-01-01"
441691,"Uri","Oehlmann","Senior Staff","1994-02-07","9999-01-01"
441698,"Reinhard","Halloran","Senior Engineer","1994-08-13","9999-01-01"
441737,"Sverrir","Coombs","Senior Engineer","1996-03-25","9999-01-01"
441880,"Xiping","Mikschl","Senior Engineer","2001-03-06","9999-01-01"
441921,"Jeanne","Hatcliff","Senior Engineer","1988-12-31","9999-01-01"
441955,"Sudhanshu","Sommer","Senior Staff","1992-05-15","9999-01-01"
441970,"Duangkaew","Puppe","Senior Engineer","1995-09-14","9999-01-01"
442085,"Jeong","Peha","Senior Staff","1992-01-27","9999-01-01"
442114,"Ibibia","Mandell","Senior Staff","1994-03-17","9999-01-01"
442133,"Bernd","Angel","Senior Staff","2002-07-28","9999-01-01"
442141,"Eben","Serot","Senior Staff","1996-12-05","9999-01-01"
442196,"Muzhong","Hegner","Senior Engineer","1987-06-26","9999-01-01"
442230,"Anestis","Edelhoff","Senior Engineer","1991-05-23","9999-01-01"
442243,"Yishai","Syrzycki","Senior Engineer","2000-11-30","9999-01-01"
442260,"Kayoko","Tokunaga","Senior Engineer","1996-04-23","9999-01-01"
442321,"Toshimo","Hertweck","Staff","1997-06-21","9999-01-01"
442330,"Quingbo","Veeraraghavan","Senior Staff","1997-08-21","9999-01-01"
442433,"Jingling","Roohalamini","Senior Staff","1991-12-18","9999-01-01"
442450,"Shaleah","Bugaenko","Senior Staff","1996-08-03","9999-01-01"
442487,"Miomir","Speer","Senior Staff","1992-12-03","9999-01-01"
442593,"Geoffrey","Hockney","Engineer","1997-10-02","9999-01-01"
442599,"Nathan","Thombley","Senior Engineer","1994-04-19","9999-01-01"
442618,"Jaewon","Piancastelli","Senior Engineer","1992-12-28","9999-01-01"
442668,"Khue","Sanella","Senior Staff","1986-03-02","9999-01-01"
442699,"Samphel","Baer","Assistant Engineer","1996-06-03","9999-01-01"
442752,"Vugranam","Luft","Senior Staff","1986-06-29","9999-01-01"
442765,"Mark","Yeung","Senior Staff","1991-04-13","9999-01-01"
442834,"Inderjeet","Falco","Senior Staff","1992-12-12","9999-01-01"
442850,"Constantijn","Vitiello","Senior Engineer","1995-02-02","9999-01-01"
442882,"Sven","Weiland","Senior Engineer","1994-07-03","9999-01-01"
442910,"Hatim","Ellozy","Senior Staff","1994-06-06","9999-01-01"
442929,"Saniya","Klerer","Technique Leader","1993-12-27","9999-01-01"
442966,"Shaw","Ulupinar","Senior Engineer","1995-03-25","9999-01-01"
442976,"Mostafa","Zultner","Senior Engineer","2001-10-10","9999-01-01"
442977,"Marlo","Armand","Senior Staff","1994-05-21","9999-01-01"
442987,"Sukumar","Sherertz","Senior Engineer","1991-02-17","9999-01-01"
443228,"Mohammad","Gecseg","Senior Staff","1993-08-08","9999-01-01"
443233,"Nahla","Heuter","Senior Staff","1993-09-26","9999-01-01"
443283,"Aluzio","Mamelak","Senior Staff","1996-05-17","9999-01-01"
443307,"Alagu","Bennis","Senior Engineer","1994-12-02","9999-01-01"
443411,"Behnaam","Bahi","Senior Staff","1986-08-15","9999-01-01"
443415,"Murthy","Oxman","Staff","1996-01-13","9999-01-01"
443562,"Zorica","Panwar","Senior Engineer","2001-08-04","9999-01-01"
443571,"Siddarth","Garrabrants","Senior Staff","1990-07-17","9999-01-01"
443573,"Sanjiv","Rosiles","Engineer","1997-02-07","9999-01-01"
443696,"Henk","Douceur","Senior Staff","1994-12-21","9999-01-01"
443710,"Margo","Stille","Engineer","1999-02-21","9999-01-01"
443735,"Boriana","Guenter","Engineer","1998-07-19","9999-01-01"
443759,"Branimir","Comte","Senior Staff","1995-04-23","9999-01-01"
443840,"Oguz","Fairtlough","Staff","1996-06-17","9999-01-01"
443924,"Tooru","Luca","Senior Engineer","1986-05-27","9999-01-01"
443925,"Franziska","Jenevein","Senior Engineer","1996-10-27","9999-01-01"
443928,"Navid","Zschoche","Engineer","1996-12-07","9999-01-01"
443930,"Pramod","Schaft","Engineer","1999-01-12","9999-01-01"
443996,"JiYoung","Suomi","Senior Staff","1989-04-28","9999-01-01"
